id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
efb4f322,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [34, 24, 52, 33, 12, 84, 67]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[24, 33, 12, 34, 52, 67, 84]","[34, 24, 52, 33, 12, 84, 67]","[12, 24, 33, 34, 52, 67, 84]","[33, 52, 24, 34, 12, 67, 84]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
f5ff1211,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [27, 56, 64, 57, 68, 94, 71]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[27, 56, 57, 64, 68, 71, 94]","[27, 56, 64, 57, 68, 94, 71]","[27, 56, 57, 64, 68, 71, 94]","[68, 57, 27, 56, 64, 71, 94]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
154e4d71,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [93, 64, 98, 83, 69, 60]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[64, 93, 83, 69, 60, 98]","[93, 64, 98, 83, 69, 60]","[60, 64, 69, 83, 93, 98]","[98, 93, 83, 69, 60, 64]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
f4ae3c30,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(15), Pop(), Push(9), Pop(), Push(11), Pop(), Push(12). What is the element at the TOP of the stack after these operations?",12,12,13,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
b0c70f9b,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [51, 42, 31, 28, 54, 96]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[31, 28, 42, 51, 54, 96]","[51, 42, 31, 28, 54, 96]","[28, 31, 42, 51, 54, 96]","[42, 54, 51, 96, 28, 31]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
2ab8c2a1,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 40, 24, 33, 8, 19, 27]. What is the Preorder traversal sequence of the resulting tree?","[5, 40, 24, 8, 19, 33, 27]","[19, 8, 27, 33, 24, 40, 5]","[5, 40, 24, 33, 8, 19, 27]","[40, 33, 27, 24, 19, 8, 5]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
98aabc44,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [30, 41, 8, 6, 49]. What is the Inorder traversal sequence of the resulting tree?","[6, 8, 30, 41, 49]","[30, 8, 6, 41, 49]","[30, 41, 8, 6, 49]","[49, 41, 30, 8, 6]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
0f0f1f1a,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [32, 54, 65, 84, 90]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[32, 54, 65, 84, 90]","[32, 54, 65, 84, 90]","[32, 54, 65, 84, 90]","[65, 32, 90, 54, 84]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
43f13b82,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [64, 34, 20, 22, 27]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[20, 22, 27, 34, 64]","[64, 34, 20, 22, 27]","[20, 22, 27, 34, 64]","[27, 34, 20, 22, 64]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
b4d5db32,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(11), Push(14), Push(12), Pop(), Pop(), Pop(), Push(10). What is the element at the TOP of the stack after these operations?",10,10,11,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
c61f3024,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [41, 6, 4, 45, 30, 27, 2]. What is the Inorder traversal sequence of the resulting tree?","[2, 4, 6, 27, 30, 41, 45]","[41, 6, 4, 2, 30, 27, 45]","[41, 6, 4, 45, 30, 27, 2]","[45, 41, 30, 27, 6, 4, 2]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
2d339132,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [46, 45, 17, 21, 8, 41]. What is the Preorder traversal sequence of the resulting tree?","[46, 45, 17, 8, 21, 41]","[8, 41, 21, 17, 45, 46]","[46, 45, 17, 21, 8, 41]","[46, 45, 41, 21, 17, 8]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
b45a0152,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(19), Push(15), Push(19), Pop(), Push(7), Pop(), Push(3). What is the element at the TOP of the stack after these operations?",3,19,4,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
373ca514,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(10), Pop(), Push(19), Push(18), Push(9). What is the element at the TOP of the stack after these operations?",9,19,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0b4db481,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [47, 15, 66, 59, 83, 71, 20]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[15, 20, 47, 59, 66, 71, 83]","[47, 15, 66, 59, 83, 71, 20]","[15, 20, 47, 59, 66, 71, 83]","[71, 59, 66, 47, 83, 15, 20]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
d6defbaa,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [52, 68, 47, 15, 44]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[52, 47, 15, 44, 68]","[52, 68, 47, 15, 44]","[15, 44, 47, 52, 68]","[47, 44, 68, 15, 52]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
e90e1ad4,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [21, 23, 32, 37, 12, 3]. What is the Preorder traversal sequence of the resulting tree?","[21, 12, 3, 23, 32, 37]","[3, 12, 37, 32, 23, 21]","[21, 23, 32, 37, 12, 3]","[37, 32, 23, 21, 12, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
e6dbbf96,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [56, 15, 21, 54, 69, 97]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[15, 21, 54, 56, 69, 97]","[56, 15, 21, 54, 69, 97]","[15, 21, 54, 56, 69, 97]","[56, 21, 69, 54, 15, 97]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
b98ed07e,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [9, 28, 38, 45, 8, 11]. What is the Postorder traversal sequence of the resulting tree?","[8, 11, 45, 38, 28, 9]","[9, 8, 28, 11, 38, 45]","[9, 28, 38, 45, 8, 11]","[45, 38, 28, 11, 9, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
22850bd3,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(16), Pop(), Push(10), Push(16), Pop(). What is the element at the TOP of the stack after these operations?",10,10,11,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6c247f2b,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Pop(), Push(4), Push(17), Push(16), Pop(), Push(19). What is the element at the TOP of the stack after these operations?",19,4,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
498a9085,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [17, 56, 80, 61, 54]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[17, 56, 61, 54, 80]","[17, 56, 80, 61, 54]","[17, 54, 56, 61, 80]","[17, 80, 56, 61, 54]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
edf0aa64,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [23, 17, 25, 15, 45, 46]. What is the Preorder traversal sequence of the resulting tree?","[23, 17, 15, 25, 45, 46]","[15, 17, 46, 45, 25, 23]","[23, 17, 25, 15, 45, 46]","[46, 45, 25, 23, 17, 15]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
38913bf5,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [39, 22, 46, 41, 35, 11]. What is the Postorder traversal sequence of the resulting tree?","[11, 35, 22, 41, 46, 39]","[39, 22, 11, 35, 46, 41]","[39, 22, 46, 41, 35, 11]","[46, 41, 39, 35, 22, 11]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
e076f5de,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [12, 49, 9, 4, 40, 44, 13]. What is the Inorder traversal sequence of the resulting tree?","[4, 9, 12, 13, 40, 44, 49]","[12, 9, 4, 49, 40, 13, 44]","[12, 49, 9, 4, 40, 44, 13]","[49, 44, 40, 13, 12, 9, 4]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
77953c47,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [30, 49, 42, 5, 18, 43]. What is the Postorder traversal sequence of the resulting tree?","[18, 5, 43, 42, 49, 30]","[30, 5, 18, 49, 42, 43]","[30, 49, 42, 5, 18, 43]","[49, 43, 42, 30, 18, 5]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
720a7497,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [12, 8, 29, 31, 11, 13]. What is the Postorder traversal sequence of the resulting tree?","[11, 8, 13, 31, 29, 12]","[12, 8, 11, 29, 13, 31]","[12, 8, 29, 31, 11, 13]","[31, 29, 13, 12, 11, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
1279abd2,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [27, 45, 10, 8, 33, 24, 36]. What is the Postorder traversal sequence of the resulting tree?","[8, 24, 10, 36, 33, 45, 27]","[27, 10, 8, 24, 45, 33, 36]","[27, 45, 10, 8, 33, 24, 36]","[45, 36, 33, 27, 24, 10, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
73f23589,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Pop(), Push(12), Pop(), Push(17). What is the element at the TOP of the stack after these operations?",17,17,18,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ae814fff,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [26, 24, 11, 28, 38, 23, 30]. What is the Preorder traversal sequence of the resulting tree?","[26, 24, 11, 23, 28, 38, 30]","[23, 11, 24, 30, 38, 28, 26]","[26, 24, 11, 28, 38, 23, 30]","[38, 30, 28, 26, 24, 23, 11]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
004e80ae,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Pop(), Push(8), Pop(), Push(8), Push(13). What is the element at the TOP of the stack after these operations?",13,8,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
e7b95bce,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Push(11), Pop(), Pop(), Push(18). What is the element at the TOP of the stack after these operations?",18,18,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
4907d5ec,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [36, 19, 33, 46, 11, 41]. What is the Preorder traversal sequence of the resulting tree?","[36, 19, 11, 33, 46, 41]","[11, 33, 19, 41, 46, 36]","[36, 19, 33, 46, 11, 41]","[46, 41, 36, 33, 19, 11]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
2af16ac6,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [74, 45, 50, 54, 44, 89]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[45, 50, 54, 44, 74, 89]","[74, 45, 50, 54, 44, 89]","[44, 45, 50, 54, 74, 89]","[44, 74, 50, 45, 54, 89]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
6bde670d,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [25, 34, 3, 12, 20, 23, 38]. What is the Preorder traversal sequence of the resulting tree?","[25, 3, 12, 20, 23, 34, 38]","[23, 20, 12, 3, 38, 34, 25]","[25, 34, 3, 12, 20, 23, 38]","[38, 34, 25, 23, 20, 12, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
65c141ff,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [14, 42, 3, 46, 25]. What is the Preorder traversal sequence of the resulting tree?","[14, 3, 42, 25, 46]","[3, 25, 46, 42, 14]","[14, 42, 3, 46, 25]","[46, 42, 25, 14, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
f600ea64,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Push(3), Pop(), Push(19), Push(8), Pop(). What is the element at the TOP of the stack after these operations?",19,3,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
3f8bc42a,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [1, 40, 37, 46, 27, 43, 42]. What is the Postorder traversal sequence of the resulting tree?","[27, 37, 42, 43, 46, 40, 1]","[1, 40, 37, 27, 46, 43, 42]","[1, 40, 37, 46, 27, 43, 42]","[46, 43, 42, 40, 37, 27, 1]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
bbbb0a10,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Push(10), Push(4), Push(14), Pop(), Push(6), Push(16). What is the element at the TOP of the stack after these operations?",16,7,17,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0c5c69b0,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [7, 43, 6, 36, 2, 23]. What is the Inorder traversal sequence of the resulting tree?","[2, 6, 7, 23, 36, 43]","[7, 6, 2, 43, 36, 23]","[7, 43, 6, 36, 2, 23]","[43, 36, 23, 7, 6, 2]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
b623f26b,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [77, 82, 12, 96, 52, 64, 94, 76]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[12, 52, 64, 76, 77, 82, 94, 96]","[77, 82, 12, 96, 52, 64, 94, 76]","[12, 52, 64, 76, 77, 82, 94, 96]","[52, 76, 82, 94, 77, 64, 12, 96]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
cc1475f0,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Push(11), Push(17), Push(5), Push(9), Push(19). What is the element at the TOP of the stack after these operations?",19,7,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
5791c3c4,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [56, 74, 36, 72, 90, 98, 44]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[36, 56, 72, 74, 44, 90, 98]","[56, 74, 36, 72, 90, 98, 44]","[36, 44, 56, 72, 74, 90, 98]","[56, 74, 36, 44, 98, 72, 90]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
f96f8ff3,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(19), Pop(), Push(7), Push(12), Pop(). What is the element at the TOP of the stack after these operations?",7,7,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6ca87544,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [13, 26, 49, 54, 47]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[13, 26, 49, 47, 54]","[13, 26, 49, 54, 47]","[13, 26, 47, 49, 54]","[54, 13, 49, 26, 47]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
6bec4ad1,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [56, 67, 41, 71, 87]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[41, 56, 67, 71, 87]","[56, 67, 41, 71, 87]","[41, 56, 67, 71, 87]","[41, 67, 71, 56, 87]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
18b6fde7,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [48, 85, 57, 13, 26, 31, 27, 12]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[48, 13, 26, 31, 27, 12, 57, 85]","[48, 85, 57, 13, 26, 31, 27, 12]","[12, 13, 26, 27, 31, 48, 57, 85]","[27, 13, 48, 31, 26, 57, 85, 12]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
9fd11b1a,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [31, 13, 8, 37, 18, 5]. What is the Inorder traversal sequence of the resulting tree?","[5, 8, 13, 18, 31, 37]","[31, 13, 8, 5, 18, 37]","[31, 13, 8, 37, 18, 5]","[37, 31, 18, 13, 8, 5]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
b6b2e3ef,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [43, 40, 29, 8, 31]. What is the Postorder traversal sequence of the resulting tree?","[8, 31, 29, 40, 43]","[43, 40, 29, 8, 31]","[43, 40, 29, 8, 31]","[43, 40, 31, 29, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
871b2447,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [29, 34, 91, 42, 51, 27, 88]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[29, 27, 34, 42, 51, 88, 91]","[29, 34, 91, 42, 51, 27, 88]","[27, 29, 34, 42, 51, 88, 91]","[42, 51, 88, 91, 34, 29, 27]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
f83d28a1,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [37, 78, 27, 85, 87]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[27, 37, 78, 85, 87]","[37, 78, 27, 85, 87]","[27, 37, 78, 85, 87]","[85, 27, 87, 78, 37]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
0c65b4c4,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [46, 13, 48, 43, 38]. What is the Inorder traversal sequence of the resulting tree?","[13, 38, 43, 46, 48]","[46, 13, 43, 38, 48]","[46, 13, 48, 43, 38]","[48, 46, 43, 38, 13]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
570dcfee,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [16, 27, 36, 1, 38, 43, 32]. What is the Preorder traversal sequence of the resulting tree?","[16, 1, 27, 36, 32, 38, 43]","[1, 32, 43, 38, 36, 27, 16]","[16, 27, 36, 1, 38, 43, 32]","[43, 38, 36, 32, 27, 16, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
70fe7b4a,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [2, 13, 25, 9, 11, 1, 32]. What is the Inorder traversal sequence of the resulting tree?","[1, 2, 9, 11, 13, 25, 32]","[2, 1, 13, 9, 11, 25, 32]","[2, 13, 25, 9, 11, 1, 32]","[32, 25, 13, 11, 9, 2, 1]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
d7bed4ad,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [65, 61, 43, 57, 45, 37, 93]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[43, 57, 45, 37, 61, 65, 93]","[65, 61, 43, 57, 45, 37, 93]","[37, 43, 45, 57, 61, 65, 93]","[43, 93, 65, 61, 57, 37, 45]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
a0d8734e,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [28, 74, 62, 77, 35]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[28, 35, 62, 74, 77]","[28, 74, 62, 77, 35]","[28, 35, 62, 74, 77]","[28, 74, 77, 62, 35]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
405125d9,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [4, 44, 20, 32, 36]. What is the Postorder traversal sequence of the resulting tree?","[36, 32, 20, 44, 4]","[4, 44, 20, 32, 36]","[4, 44, 20, 32, 36]","[44, 36, 32, 20, 4]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
6ac23d43,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [37, 28, 61, 78, 98]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[28, 37, 61, 78, 98]","[37, 28, 61, 78, 98]","[28, 37, 61, 78, 98]","[37, 28, 98, 61, 78]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
11622e58,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [84, 61, 18, 92, 76]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[61, 18, 84, 76, 92]","[84, 61, 18, 92, 76]","[18, 61, 76, 84, 92]","[92, 84, 76, 61, 18]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
06be9fdc,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [48, 70, 75, 21, 33, 49, 87]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[48, 70, 21, 33, 49, 75, 87]","[48, 70, 75, 21, 33, 49, 87]","[21, 33, 48, 49, 70, 75, 87]","[49, 48, 21, 87, 33, 70, 75]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
294bf29b,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [57, 49, 26, 61, 87]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[26, 49, 57, 61, 87]","[57, 49, 26, 61, 87]","[26, 49, 57, 61, 87]","[57, 87, 26, 49, 61]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
93a632ee,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [72, 97, 38, 19, 57, 74, 84]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[19, 38, 57, 72, 74, 84, 97]","[72, 97, 38, 19, 57, 74, 84]","[19, 38, 57, 72, 74, 84, 97]","[84, 74, 57, 19, 97, 72, 38]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
08ba01f1,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [88, 34, 27, 70, 32, 45, 98]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[27, 32, 34, 45, 70, 88, 98]","[88, 34, 27, 70, 32, 45, 98]","[27, 32, 34, 45, 70, 88, 98]","[32, 27, 34, 98, 70, 88, 45]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
2f40a0a5,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [26, 48, 5, 39, 11]. What is the Preorder traversal sequence of the resulting tree?","[26, 5, 11, 48, 39]","[11, 5, 39, 48, 26]","[26, 48, 5, 39, 11]","[48, 39, 26, 11, 5]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
fec70579,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(18), Push(2), Push(3), Push(17), Push(11), Push(15). What is the element at the TOP of the stack after these operations?",15,18,16,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
46bf8a46,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [44, 35, 10, 23, 13, 33, 2]. What is the Postorder traversal sequence of the resulting tree?","[2, 13, 33, 23, 10, 35, 44]","[44, 35, 10, 2, 23, 13, 33]","[44, 35, 10, 23, 13, 33, 2]","[44, 35, 33, 23, 13, 10, 2]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
1833e588,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [26, 18, 39, 34, 28, 49, 42]. What is the Postorder traversal sequence of the resulting tree?","[18, 28, 34, 42, 49, 39, 26]","[26, 18, 39, 34, 28, 49, 42]","[26, 18, 39, 34, 28, 49, 42]","[49, 42, 39, 34, 28, 26, 18]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
50d282a6,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Push(18), Push(7), Pop(), Push(2), Pop(). What is the element at the TOP of the stack after these operations?",18,5,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
2d9d5140,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [10, 24, 87, 71, 77, 45, 19, 83]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[10, 24, 71, 45, 19, 77, 83, 87]","[10, 24, 87, 71, 77, 45, 19, 83]","[10, 19, 24, 45, 71, 77, 83, 87]","[10, 77, 83, 87, 71, 19, 45, 24]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
538cc5d1,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [75, 85, 84, 20, 55, 51]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[75, 84, 20, 55, 51, 85]","[75, 85, 84, 20, 55, 51]","[20, 51, 55, 75, 84, 85]","[75, 55, 85, 84, 20, 51]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
8c5d3a16,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Push(18), Pop(), Push(20). What is the element at the TOP of the stack after these operations?",20,4,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
